code,actual_controller,ownership_type
601579,金良顺,private
601588,北京市人民政府国有资产监督管理委员会,state
601595,上海市国有资产监督管理委员会,state
601598,国务院国有资产监督管理委员会,state
601599,钱文龙,private
601600,中国铝业公司,private
601601,,no_controller
601606,安徽省国有资产监督管理委员会,state
601607,上海市国有资产监督管理委员会,state
601608,中国中信集团有限公司,private
601609,"楼国强,陆小咪",private
601611,国务院国有资产监督管理委员会,state
601615,"吴玲,张传卫,张瑞",private
601616,严怀忠,private
601618,国务院国有资产监督管理委员会,state
601619,陈波,private
601628,中华人民共和国财政部,private
601633,魏建军,private
601636,俞其兵,private
601658,中国邮政集团公司,private
601665,,no_controller
601666,河南省国有资产监督管理委员会,state
601668,国务院国有资产监督管理委员会,state
601669,国务院国有资产监督管理委员会,state
601677,马廷义,private
601678,"张忠正,石秦岭,刘维群,金建全,杜秋敏,李德敏,初照圣,王黎明,王树华,赵红星",private
601686,"李茂津,徐广友,尹九祥,徐广利,陈克春,陈广岭,刘振东,朱美华",private
601688,江苏省人民政府国有资产监督管理委员会,state
601689,邬建树,private
601696,,no_controller
601698,国务院国有资产监督管理委员会,state
601699,山西省人民政府国有资产监督管理委员会,state
601700,范建刚,private
601702,尤小平,private
601717,河南省人民政府国有资产监督管理委员会,state
601718,国务院国有资产监督管理委员会,state
601727,上海市国有资产监督管理委员会,state
601728,国务院国有资产监督管理委员会,state
601766,国务院国有资产监督管理委员会,state
601777,"尹明善,陈巧凤,尹索微,尹喜地",private
601778,"李仙德,陈康平,李仙华",private
601788,"中国光大(集团)总公司,中国光大集团有限公司",private
601789,"陈建国,潘信强,乌家瑜,陈贤华,翁海勇,徐文卫,鲍林春",private
601798,国务院国有资产监督管理委员会,state
601799,周晓萍,private
601800,国务院国有资产监督管理委员会,state
601801,安徽省人民政府,state
601808,国务院国有资产监督管理委员会,state
601811,四川省政府国有资产监督管理委员会,state
601816,中国国家铁路集团有限公司,private
601818,中央汇金投资有限责任公司,private
601825,,no_controller
601827,重庆市国有资产监督管理委员会,state
601828,车建兴,private
601838,,no_controller
601857,国务院国有资产监督管理委员会,state
601858,中国科技出版传媒集团有限公司,private
601860,,no_controller
601865,"阮洪良,阮泽云,姜瑾华,赵晓非",private
601866,国务院国有资产监督管理委员会,state
601868,国务院国有资产监督管理委员会,state
601869,,no_controller
601872,国务院国有资产监督管理委员会,state
601877,南存辉,private
601878,浙江省交通投资集团有限公司,private
601880,大连市国有资产监督管理委员会,state
601881,中央汇金投资有限责任公司,private
601882,"张静章,张剑鸣,张静来,钱耀恩",private
601886,"刘载望,富海霞",private
601888,国务院国有资产监督管理委员会,state
601890,"陶安祥,施建华,陶兴,陶媛",private
601898,国务院国有资产监督管理委员会,state
601899,福建省上杭县国资委,state
601900,广东省人民政府,state
601901,北京大学,private
601908,"范朝霞,冯焕培",private
601916,,no_controller
601918,国务院国有资产监督管理委员会,state
601919,国务院国有资产监督管理委员会,state
601921,浙江省人民政府,state
601928,江苏省人民政府,state
601929,吉林省财政厅,private
601933,"张轩松,张轩宁",private
601939,,no_controller
601949,中国出版集团公司,private
601952,江苏省国有资产监督管理委员会,state
601956,,no_controller
601958,陕西省人民政府国有资产监督管理委员会,state
601963,,no_controller
601965,国务院国有资产监督管理委员会,state
601966,"王希成,王锋,王琳,张光英",private
601968,宝钢集团有限公司,private
601969,郭广昌,private
601975,国务院国有资产监督管理委员会,state
601985,中国核工业集团公司,private
601988,,no_controller
601990,南京市人民政府国有资产监督管理委员会,state
601991,国务院国有资产监督管理委员会,state
601992,北京市人民政府国有资产监督管理委员会,state
601995,,no_controller
601996,刘一川,private
601997,,no_controller
601998,中华人民共和国财政部,private
601999,辽宁省人民政府,state
603000,人民日报社,private
603001,王振滔,private
603002,"王文洋,Grace Tsu Han Wong",private
603004,"孙斯薇,周菡语",private
603005,,no_controller
603006,"徐涛明,吉蔚娣",private
603007,肖国强,private
603008,陈阿裕,private
603009,靳坤,private
603010,"高献国,高峰,高强,郑国富,高远夏",private
603011,严建文,private
603012,石华辉,private
603013,国家开发投资公司,private
603014,陈学利,private
603015,"周珊珊,熊钰麟",private
603016,"赵汉新,赵敏海",private
603017,冯正功,private
603018,,no_controller
603019,中国科学院计算技术研究所,private
603020,魏中浩,private
603021,"张德华,张刚",private
603022,曹文洁,private
603023,陈振华,private
603025,北京市国有资产监督管理委员会,state
603026,中国石油大学(华东),private
603027,伍超群,private
603028,崔志强,private
603029,山东省供销合作社,private
603030,朱斌,private
603031,陈学高,private
603032,胡成中,private
603033,"叶继跃,张桂玉",private
603035,"罗小春,王卫清",private
603036,,no_controller
603037,"杨颖韬,杨建刚,李建星,刘仁山,侯瑞宏,高丽",private
603038,"谭洪汝,谢劭庄",private
603039,韦利东,private
603040,"徐纳,胡欣",private
603041,黄冠雄,private
603042,胥爱民,private
603043,广州市人民政府国有资产监督管理委员会,state
603045,王达武,private
603048,"俞黎明,郑晓敏",private
603049,"仇建平,仇菲",private
603050,"张成锁,李砚如,屈国旺,邱士勇,董彩宏",private
603051,"汪加胜,韩丽娜",private
603052,"朱春华,施惠庆",private
603053,成都市国有资产监督管理委员会,state
603055,"施秀幼,施清岛",private
603057,"钟勤川,钟怀军,钟勤沁,邓惠玲,戈吴超",private
603058,"邓代兴,邓维加",private
603059,张文生,private
603060,中国建筑材料集团有限公司,private
603061,"崔学峰,龙波",private
603062,"黄雁夷,罗永键",private
603063,"韩玉,盛小军,夏泉波,柳国英",private
603065,"项瞻波,王小红",private
603066,金跃跃,private
603067,蔡再华,private
603068,"Pengfei Zhang,Dawei Guo",private
603069,海南省政府国有资产监督管理委员会,state
603070,"木晓东,木信德,林道益,木林森",private
603071,浙江省人民政府国有资产监督管理委员会,state
603072,"袁文杰,袁擘,袁易",private
603073,"施建明,施屹",private
603075,"张伟,楼冠良,吕越斌",private
603076,"赖云来,黄粤宁",private
603077,贺正刚,private
603078,殷福华,private
603079,洪爱,private
603080,赵安林,private
603081,"丰华,王小红,丰嘉敏,丰嘉隆",private
603082,国务院国有资产监督管理委员会,state
603083,Gerald G Wong,private
603085,"陈邦锐,许筱荷",private
603086,王现全,private
603087,甘忠如,private
603088,"郑良才,郑功,徐俭芬",private
603089,"郑连松,郑连平,郑念辉",private
603090,"钮玉霞,钮法清",private
603091,滕步彬,private
603092,"刘建国,孔金凤",private
603093,横店社团经济企业联合会,private
603095,"孙剑华,孙文娟,孙建萍,王伟良,马红光,王君垚,韩明海",private
603096,"陈明俊,陈李平",private
603097,张孝金,private
603098,"刘爱森,李桂茹",private
603099,吉林省长白山保护开发区管理委员会,private
603100,重庆市国有资产监督管理委员会,state
603101,潘锦海,private
603102,刘新力,private
603103,横店社团经济企业联合会,private
603105,"张利忠,张文娟,张震豪",private
603106,江浩然,private
603107,北蔡镇人民政府,state
603108,"朱文怡,刘辉",private
603109,艾纯,private
603110,"樊家驹,朱君斐",private
603111,,no_controller
603112,"王春翔,王渊,王晶",private
603113,"秦庆平,王咏梅",private
603115,"严季新,施克俭",private
603116,钱金波,private
603117,黄保忠,private
603118,"唐佛南,汪大维",private
603119,"葛泰荣,曹梅盛",private
603120,"项飞勇,郭燕平",private
603121,吴怀磊,private
603122,,no_controller
603123,北京翠微集团,private
603124,"徐上金,钱芬妹",private
603125,"金连琴,孙秋新,孙杰",private
603126,中国中材集团有限公司,private
603127,"冯宇霞,周志文",private
603128,国务院国有资产监督管理委员会,state
603129,赖国贵,private
603130,叶福忠,private
603131,"舒宏瑞,舒振宇,缪莉萍",private
603132,李明,private
603135,"马冰冰,谷峰兰",private
603136,孟广才,private
603137,"周祖庆,周祖伟",private
603138,"朱华威,陈志敏",private
603139,王延岭,private
603150,时乾中,private
603151,王由成,private
603153,上海市国有资产监督管理委员会,state
603155,"初琳,初亚贤,初亚军",private
603156,姚奎章,private
603158,"蒋学真,董晓燕",private
603159,"谢亚明,谢悦",private
603160,张帆,private
603161,"陈洪民,陈小科",private
603162,曾而斌,private
603163,,no_controller
603165,"冯荣华,张云芳",private
603166,黎福超,private
603167,辽宁省国资委,state
603168,陈德康,private
603169,甘肃省国有资产监督管理委员会,state
603170,"马驹,胡珊,周琦,沈淋涛",private
603171,张镇潮,private
603172,"俞杏英,俞啸天",private
603173,"葛浩俊,葛浩华,葛水福",private
603175,,no_controller
603176,"张忠强,张忠山,张籍文,张中奎",private
603177,"金猛,黄浙燕",private
603178,"罗玉龙,罗力成,陈雅卿",private
603179,"唐志华,唐敖齐",private
603180,"温建怀,潘孝贞",private
603181,"王伟松,马荣芬",private
603182,"吴洪祥,黄瑞华,李广庆,贾辉,高泽林,张效伟",private
603183,"吴小翔,王惠明,黄春生,吴其超",private
603185,"杨建良,杭虹",private
603186,汪力成,private
603187,邵伟,private
603188,"许小初,许旭东",private
603189,蒋宏业,private
603190,"焦召明,焦扬帆,焦显阳",private
603191,"杨泽民,秦惠兰",private
603192,"钱建中,颜群",private
603193,"赵贵钦,鲍松娟",private
603194,何金辉,private
603195,"阮学平,阮立平",private
603196,"王卫东,曲江亭",private
603197,"陈洪凌,张祖秋,宋瑾",private
603198,倪永培,private
603199,九华山风景区国有资产管理委员会,state
603200,"王炜,翁晖岚",private
603201,JUN JI,private
603202,"王文博,吕冬芳",private
603203,"金春,戚国强",private
603205,陈国平,private
603206,"宗琰,秦卫忠",private
603207,"方之光,鲁爱萍",private
603208,吴水根,private
603209,"陈兴明,陈其龙,陈其凤,陈其德",private
603210,"应正才,应灵敏",private
603211,"张东,何文英",private
603212,"吴小平,吴平平",private
603213,浙江省人民政府国有资产监督管理委员会,state
603214,"施琼,莫锐强,董勤存,戚继伟",private
603215,闻继望,private
603216,"余静渊,范小珍",private
603217,刘修华,private
603218,"傅明康,傅凌儿,陈建敏",private
603219,王跃旦,private
603220,"李六兵,梅漫",private
603221,"宋锦程,宋正兴",private
603222,"李仙玉,张雪琴,李慧慧,李丽莎,别涌,田云飞",private
603223,刘振东,private
603225,庄奎龙,private
603226,丁福如,private
603227,新疆维吾尔自治区人民政府国有资产监督管理委员会,state
603228,"刘绍柏,卓军,黄小芬,赖以明",private
603229,郑志国,private
603230,内蒙古自治区人民政府,state
603231,刘季善,private
603232,"孔令钢,陆海天",private
603233,"柯云峰,柯金龙,柯康保",private
603235,"许江南,许晶",private
603236,钱鹏鹤,private
603237,"厉建平,厉昊嘉",private
603238,任建华,private
603239,李起富,private
603248,"王荣正,陆燕云",private
603255,张再明,private
603256,"Grace Tsu Han Wong,王文洋",private
603257,,no_controller
603258,"胡建平,陈芳,胡玉彪,余晓亮,林清源",private
603259,"Ge Li,Ning Zhao,刘晓钟,张朝晖",private
603260,罗立国,private
603261,刘随阳,private
603262,"龙玲,周京石",private
603266,"张秀君,胡建立",private
603267,郑红,private
603268,"林道藩,陆巧秀",private
603269,"金敖大,吴祝平",private
603270,"郑广会,赵秀华",private
603271,"沈建国,王旭曙",private
603272,卜晓华,private
603273,"吴逸中,何清华",private
603275,张建军,private
603276,"张千,张剑彬,石红娟,吴叶",private
603277,周俊杰,private
603278,"窦勇,窦宝森",private
603279,姜桂廷,private
603280,"方庆熙,陈桂华,方凯",private
603281,"甘书官,甘俊",private
603282,陈国华,private
603283,"孙丰,曾慧",private
603284,李建设,private
603285,朱剑波,private
603286,"是蓉珠,陆鹏",private
603288,"庞康,程雪,黎旭晖,叶燕桥,廖少层,黄文彪,吴振兴,陈军阳",private
603289,"郑建国,何英",private
603290,"沈华,胡畏",private
603291,"晋琰,俞伟景",private
603293,陈泽坚,private
603296,邱文生,private
603297,曹其东,private
603298,仇建平,private
603299,江苏省人民政府国有资产监督管理委员会,state
603300,"胡丹锋,应大成",private
603301,"鲁建国,沈振芳",private
603303,横店社团经济企业联合会,private
603305,徐旭东,private
603306,"王雅筠,赖敏聪,赖方静静,赖嘉慧",private
603307,林明稳,private
603308,杜应流,private
603309,向彬,private
603310,"吴江伟,吴顺华",private
603311,"丁宏广,丁梅英",private
603312,"SHENG JIAN HUA,PAN SHU XIN",private
603313,倪张根,private
603315,"吕世平,吴迪",private
603316,方利强,private
603317,"邓文,唐璐",private
603318,谢冰,private
603319,许仲秋,private
603320,"吴建荣,吴储正",private
603321,"钱雪林,钱雪根",private
603322,梁建华,private
603323,,no_controller
603324,"张伟明,汪哲",private
603325,"张玲珑,彭云华,林凯,林慧,刘昶林,陈俊,梁庆",private
603326,"缪妍缇,汪春俊",private
603327,福建省国有资产监督管理委员会,state
603328,"李铭浚,李永胜,李永强",private
603329,孙望平,private
603330,李哲龙,private
603331,"施小友,阮吉林,张启春,张启斌",private
603332,席文杰,private
603333,李广元,private
603334,平原,private
603335,"Sindy Yi Min Zhao,赵瑞贞,罗洁",private
603336,"黄俊辉,郑幼文",private
603337,"管娇芬,阮积祥,罗玉香,胡彩芳,阮积明,阮福德",private
603338,许树根,private
603339,黄杰,private
603341,杜军红,private
603344,朱云舫,private
603345,章高路,private
603348,"唐杰雄,唐杰邦",private
603350,"卓达,黄洪岳",private
603351,"吴仁荣,高正松,陈新国",private
603352,"陈志宇,敬兵",private
603353,"赵忠,晏喜明,赵尊铭",private
603355,倪祖根,private
603356,"黄业华,马息萍,黄超",private
603357,安徽省国有资产监督管理委员会,state
603358,陈竞宏,private
603359,"席惠明,浦建芬",private
603360,"刘宪武,王文锋",private
603363,吴有林,private
603365,李裕杰,private
603366,徐新建,private
603367,杜振新,private
603368,朱朝阳,private
603369,江苏省涟水县人民政府,state
603370,"郭云蓉,郭婉蓉,郭正平,吴翠娣",private
603373,浙江省人民政府国有资产监督管理委员会,state
603375,"张永刚,殷婷",private
603376,"周明明,吴贤微,周远",private
603377,徐雄,private
603378,李金钟,private
603379,胡荣达,private
603380,钱新栋,private
603381,"汪献利,邵东芳",private
603382,"陆信才,陈建新,沈家广,季士标,吉增明,茆太如",private
603383,严孟宇,private
603385,"王惠文,王彦庆,董化忠,王彦伟",private
603386,叶晓彬,private
603387,苏恩本,private
603389,"高伟,高银楠,户美云",private
603390,"邢映彪,陈丽娜",private
603391,何俊南,private
603392,钟睒睒,private
603393,明再远,private
603395,国务院国有资产监督管理委员会,state
603396,"李义升,杨延",private
603398,"吴锭辉,吴锭延,吴玉娜,吴玉霞",private
603399,"郭光华,秦丽婧",private
603400,陆亚洲,private
603402,陕西省人民政府国有资产监督管理委员会,state
603406,"朱大庆,陈慧",private
603407,"刘其永,刘策",private
603408,"吕理镇,吕学燕,文国良,范资里,朱玉娇,林瑶欣,周政宏,周武忠,李相如,林瑶俐,林瑶瑄,林绍明,周芯妤,文馨,文羽菁",private
603409,陈王保,private
603416,李新,private
603418,"罗世兵,金丽燕",private
603421,"曾繁忆,王建华",private
603429,徐善水,private
603435,"黄炎煌,黄泽忠",private
603439,张海,private
603444,卢竑岩,private
603456,"花轩德,花莉蓉,花晓慧",private
603458,,no_controller
603459,叶森然,private
603466,"辛浩鹰,李晖",private
603468,"赵丽琴,辛建生",private
603477,贺正刚,private
603486,钱东奇,private
603488,"金培荣,奚方,丁煜,常呈建,杨一农",private
603489,王清华,private
603496,"沈振宇,胡德勇,王翔",private
603499,董建军,private
603500,"汤友钱,汤文鸣,汤娇,汤啸,汤秋娟,鲍晓华,范淑贞",private
603501,虞仁荣,private
603505,王锦华,private
603506,韩芳,private
603507,"胡震,卜春华",private
603508,"郭洁,王卫平,李欣",private
603511,张荣明,private
603515,"马秀慧,王耀海",private
603516,何仕达,private
603517,戴文军,private
603518,"王致勤,宋艳俊",private
603519,卢凤仙,private
603520,"胡锦生,胡健",private
603527,"封全虎,周丽",private
603528,章安强,private
603529,张剑,private
603530,"马斌,陈小琴",private
603533,"张凌云,成湘均",private
603535,"段容文,黄艳婷,黄平,黄艳芸",private
603536,"惠增玉,赵宏宇",private
603538,姚成志,private
603551,"方胜康,Fang James",private
603556,"周良璋,李小青",private
603557,章利民,private
603558,张茂义,private
603559,"王世超,唐志元,李春田,李全林,张显坤,王振刚,张建民,田国华,于生祥,孟奇",private
603565,卢宗俊,private
603566,张许科,private
603567,"方同华,辛德丽",private
603568,"项光明,朱善玉,朱善银,王素勤",private
603569,"薄世久,李桂屏",private
603577,"刘艳华,刘锋",private
603578,"杨敏,杨阿永",private
603579,"林琪,林光荣",private
603580,"涂木林,蔡瑞美",private
603583,胡仁昌,private
603585,缪金凤,private
603586,孙忠义,private
603587,马瑞敏,private
603588,李卫国,private
603589,"徐进,刘安省",private
603590,"刘建华,王锡娟",private
603595,"沈新芳,沈晓宇",private
603596,袁永彬,private
603598,"罗衍记,蒋丽",private
603599,"黄金祥,赵启荣",private
603600,"张加勇,尚巍巍",private
603601,郭茂,private
603602,苏维锋,private
603605,侯军呈,private
603606,"夏崇耀,袁黎雨",private
603607,孙建成,private
603608,"李林,梁耀华",private
603609,金卫东,private
603610,唐国海,private
603611,丁毅,private
603612,郎光辉,private
603613,"刘泉,钱晓钧",private
603615,"陈冠宇,陈葵生,陈明生,林世福,陈福生",private
603616,北京市房山韩村河镇韩村河村经济合作社,private
603617,"张阿华,陈惠菊,张君波",private
603618,孙庆炎家族,private
603619,"朱逢学,李玉池",private
603626,"徐金根,王冬梅",private
603628,Hong Daniel,private
603629,"邵树伟,邵秋萍,邵培生,史旭平",private
603630,"吴桂谦,Laurena Wu,吴滨华",private
603633,方培教,private
603636,吴志雄,private
603637,,no_controller
603638,"冯晓鸿,宋宇轩,宋飞",private
603639,"张爱英,葛尧伦,葛家成",private
603648,上海市浦东新区国有资产监督管理委员会,state
603650,Zhang Ning,private
603655,"戚建国,范小凤",private
603656,许大红,private
603657,"陈正明,陈凯,陈弘旋,张春霞",private
603658,苗拥军,private
603659,梁丰,private
603660,陈冬根,private
603661,王江林,private
603662,柯建东,private
603663,"夏鹏,吴世平,卢庄司",private
603665,张间芳,private
603666,朱付云,private
603667,"张峰,俞越蕾",private
603668,陈庆堂,private
603669,"陶灵萍,陶灵刚",private
603676,张勇,private
603677,"汪永琪,汪兴琪,汪伟东,汪东敏",private
603678,"蔡明通,蔡劲军",private
603679,"梁熹,梁钰祥,王绍蓉",private
603680,俞金坤,private
603681,"吕新民,郭雪燕",private
603682,郁敏珺,private
603683,"周晓南,周晓东",private
603685,"何文健,魏新娟",private
603686,张桂丰,private
603687,"方吾校,方能斌,方聪艺",private
603688,陈士斌,private
603689,安徽省人民政府国有资产监督管理委员会,state
603690,蒋渊,private
603693,江苏省人民政府,state
603696,林肖芳,private
603697,"鹿有忠,赵英,鹿新",private
603698,中国航天科技集团公司,state
603699,"程章文,席超,陆斌,王保庆",private
603700,"张世豪,王宗辉,徐云,王开拓,赵绍满",private
603701,"张元园,张宏保",private
603703,"叶利明,徐凤娟",private
603706,李明,private
603707,"谢菊华,唐咏群",private
603708,王培桓,private
603709,"曹勇,胡林福",private
603711,"蒋建琪,陆家华",private
603712,天津市国有资产监督管理委员会,state
603713,"慎蕾,陈银河,李仁莉",private
603716,温伟,private
603717,"罗卫国,史东伟",private
603718,张海明,private
603719,"杨红春,杨银芬,张国强,潘继红",private
603721,长沙广播电视集团,private
603722,"朱学军,崔小丽",private
603725,吴启超,private
603726,高炎康,private
603727,彭文成,private
603728,常建鸣,private
603729,"段佩璋,方小琴",private
603730,"姜银台,姜明",private
603733,"王敏岚,王敏强,王敏良,王明龙",private
603737,洪杰,private
603738,喻信东,private
603739,"黄炳亮,张效成",private
603755,张华君,private
603757,"王国良,韩元富,韩元平,徐伟建,韩元再",private
603758,YUANMING TANG,private
603759,费功全,private
603766,涂建华,private
603767,"吴江,吴良行",private
603768,"吴应宏,朱慧娟",private
603773,易伟华,private
603776,孙继胜,private
603777,"施永雷,郁瑞芬,施辉",private
603778,"杨静,回全福",private
603779,王珍海,private
603786,"柯桂华,柯炳华",private
603787,"张崇舜,陈玉英",private
603788,"钱高法,钱国年,钱国耀",private
603789,"章沈强,钱菊花",private
603790,"谢兵,顾喆栋",private
603797,"黄建勲,黄婉茹,黄振达",private
603798,"朱梅珍,朱振华",private
603799,"谢伟通,陈雪华",private
603800,舒志高,private
603801,"孙志勇,许帮顺",private
603803,"朱春城,高磊,任建宏,李月杰,王剑铭,冯雪松",private
603806,林建华,private
603808,"夏国新,胡咏梅",private
603809,"向朝东,徐应超,向星星,杜庭强,向朝明",private
603810,"殷凤山,殷平",private
603811,颜贻意,private
603813,余军,private
603815,俞发祥,private
603816,"顾江生,顾玉华,王火仙",private
603817,福州市人民政府国有资产监督管理委员会,state
603818,"赵瑞海,赵瑞宾",private
603819,陈忠渭,private
603822,沈健,private
603823,陈立荣,private
603825,苏同,private
603826,谢秉昆,private
603828,"顾益明,顾敏荣,顾龙棣",private
603829,"谈行,臧文明,汤其敏,谈建平,陈明",private
603833,姚良松,private
603836,唐海,private
603838,"蔡镇城,李维香,蔡镇茂,蔡镇锋,蔡镇通",private
603839,郑安政,private
603843,"金生光,金生辉,李建莉",private
603848,"沈汉标,王妙玉",private
603855,胡志荣,private
603856,倪立营,private
603858,赵涛,private
603859,"祖军,赵岚,于胜涛",private
603860,交通运输部公路科学研究所,private
603861,"胡明森,胡明聪,胡明高,胡明光,胡合意",private
603863,"王壮鹏,王壮加",private
603866,"吴学群,吴志刚,吴学亮,盛雅莉",private
603867,,no_controller
603868,李丐腾,private
603869,王玉锁,private
603871,"韩景华,孟联",private
603876,"周贤海,王小丽",private
603877,"张江平,张江波",private
603878,"朱国良,朱琦,顾坚勤,沈卫强",private
603879,"傅文昌,付文英,付水法,付秀珍",private
603880,李平,private
603881,上海市闸北区国有资产监督管理委员会,state
603882,梁耀铭,private
603883,"EQT Greater China II Limited,谢子龙,陈秀兰",private
603885,王均金,private
603886,张秀琬,private
603887,"谢晓东,卢静芳",private
603888,新华通讯社,private
603889,沈建华,private
603890,薛革文,private
603893,"励民,黄旭",private
603895,荣俊林,private
603896,"李明焱,朱惠照,李振皓,李振宇",private
603897,顾林祥,private
603898,"沈汉标,王妙玉",private
603899,"陈湖文,陈湖雄,陈雪玲",private
603900,"沈东军,马峻,蔄毅泽",private
603901,"吕婕,罗邦毅",private
603903,许国栋,private
603906,"石俊峰,朱香兰",private
603908,"陆暾华,陆暾峰",private
603909,"黄和宾,何大喜,刘德全,陈天培,林东明,陈俊平,黄爱平,高玮琳",private
603912,何根林,private
603915,"徐彬,徐国忠,沈惠萍",private
603916,"缪昌文,刘加平,张建雄",private
603917,"施良才,樊开曙,施元直,樊开源,施定威,蔡振贤,贺朝阳",private
603918,金国培,private
603919,李明,private
603920,佘英杰,private
603922,"洪健程,洪伟涵,洪建沧",private
603926,"张智林,张婷",private
603927,中国科学院软件研究所,private
603928,"王进兴,王泉兴,沈根珍,曹连英",private
603929,"姚祖骧,赵玉华",private
603931,"黄招有,蒋慧儿,俞国祥,徐华,蔡江瑞,胡永强,陈浙",private
603933,杨维坚,private
603936,"徐缓,谢小梅",private
603937,"蔡征国,蔡红",private
603938,孙任靖,private
603939,高毅,private
603948,冯烈,private
603949,"贺财霖,贺频艳,贺群艳",private
603950,李佐元,private
603955,"栾剑洪,范荷娣",private
603956,"李纪玺,孙海玲",private
603958,"陈玉珍,吴珍芳,陈玉荣,陈玉芳,陈玉兴",private
603959,"王海荣,王立言",private
603960,"谈士力,陈久康",private
603966,"金红萍,陶峰华",private
603967,"李松青,葛言华,谢立军",private
603968,"顾清泉,庆九,丁彩峰,帅建新,薛金全,钱进",private
603969,"谢铁桥,谢铁根",private
603970,中华全国供销合作总社,private
603976,邓勇,private
603977,江西省国防科学技术工业办公室,private
603978,陈学敏,private
603979,"王先成,王慈成,王友成,王意成,王亦成",private
603980,"邵伯金,徐建初",private
603982,潘龙泉,private
603983,"孙怀庆,王晓蒲",private
603985,承立新,private
603986,朱一明,private
603987,"张宪淼,郑爱平,张伟",private
603988,"王建裕,王建凯,王盘荣",private
603989,"艾立华,王安安",private
603990,翁康,private
603991,侯海良,private
603992,"周华松,吴文利",private
603993,洛阳市人民政府国有资产监督管理委员会,state
603995,"虞纪群,曹佩凤",private
603997,"邬碧峰,王继民,王义平",private
603998,张庆华,private
603999,甘肃省人民政府,state
605001,"宿青燕,孙汉本,孙继龙",private
605003,"杨林山,马建芬",private
605005,陈文葆,private
605006,山东省人民政府国有资产监督管理委员会,state
605007,"赵磊,赵晨佳,赵云福,林彩玲",private
605008,陶春风,private
605009,"李志彪,朱威莉,李诗源",private
605011,杭州市人民政府,state
605016,"窦宝德,窦光朋",private
605018,"王长土,王庆",private
605020,"童建国,童嘉成",private
605028,"李立峰,李象高,周巧娟,李春华,郑建红,李思铭",private
605033,"张少武,张秋芳,张通",private
605050,"崔建华,崔建兵",private
605055,"傅双利,马颖波",private
605056,王来兴,private
605058,杨九红,private
605060,"孙袁,朱晴华",private
605066,高天乐,private
605068,庄君新,private
605069,张熠君,private
605077,"陈德水,程新平,徐小荣,余建明",private
605080,"夏永辉,陈甜敏",private
605086,福建省龙岩市人民政府国有资产监督管理委员会,state
605088,周家儒,private
605089,夏靖,private
605090,"张建国,蔡丽红",private
605098,"李践,赵颖",private
605099,王强翔,private
605100,"徐华东,CHUI LAP LAM",private
605108,"沈基水,吕月珍",private
605111,朱袁正,private
605116,彭志恩,private
605117,张和君,private
605118,"吴富宝,吴泓越",private
605122,"李德志,张理兰",private
605123,"宗丽萍,是玉丰",private
605128,周建清,private
605133,"朱迎晖,夏诚亮",private
605136,黄韬,private
605138,徐磊,private
605151,"曹抗美,吴建良,陈德兴,卜晓明,戴华淼,江华,宋建明",private
605155,"柳庆华,王月红",private
605158,"邵明祥,邵升龙",private
605162,"谢百军,谢迅",private
605166,傅昌宝,private
605167,"沈翾,沈斌强",private
605168,钱俊冬,private
605169,"刘洪兵,谭素清",private
605177,"池正明,池骋",private
605178,宫殿海,private
605179,"朱明春,李美香,朱立科,朱立群,李红艳",private
605180,"蒋瑜慧,蒋生华,王明珍",private
605183,阙伟东,private
605186,戴建伟,private
605188,"胡金根,蒋淑兰,胡志超,胡智敏,胡春香",private
605189,何培富,private
605196,"张文勇,张文东,张书军,张宝龙",private
605198,"王安,王萌",private
605199,"刘景萍,汤旭东",private
605208,"徐宏,徐娅芝,徐文磊,周秋玲",private
605218,渡边庸一,private
605222,"周供华,周桂华,周桂幸",private
605228,"方立锋,陈小燕",private
605255,"尤建义,王国红",private
605258,"张南国,张敏金,张建荣,张南星",private
605259,罗昌国,private
605266,"蓝波,舒畅",private
605268,"王跃斌,陈晓君,王琛",private
605277,赵战兵,private
605286,"李国平,李腊琴,李铮,李静",private
605287,叶德才,private
605288,"周殊程,周荣清,周林玉",private
605289,孙建鸣,private
605296,"何祖训,何乔关,何宝见,何月斌",private
605298,"王坚群,刘英",private
605299,张维建,private
605300,"柳新荣,唐正青",private
605303,吴光洪,private
605305,刘志欣,private
605318,"沈正华,王雪娟",private
605319,"钱犇,钱金祥",private
605333,"成三荣,金成成",private
605336,"邵于佶,商若云,邵贤庆",private
605337,"李国平,王旭斌",private
605338,"刘会平,丁仕梅",private
605339,"陈飞鹏,陈飞龙,陈正文,陈怡文",private
605358,王敏文,private
605365,"李江淮,米莉",private
605366,"纪金树,林庆松,杨荣坤",private
605368,李新华,private
605369,"施慧勇,施依贝",private
605376,王利平,private
605377,"钭江浩,钭正良",private
605378,"余元康,陈恩乐,陈一军,余谷峰,余谷涌,陈科军",private
605388,王均金,private
605389,"夏继发,夏泽民",private
605398,"孙正暘,孙正晗,孙星炎",private
605399,"丁建峰,虞丹鹤,丁冰,丁洁,梁秋鸿",private
605488,夏厚君,private
605499,林木勤,private
605500,"林启军,林启群,林加连,林启法",private
605507,"邱家军,陈晶晶",private
605555,"黄裕昌,张利英",private
605566,"李百春,李春卫",private
605567,郑维新,private
605577,黑龙江省财政厅,private
605580,"余国旭,杜顺仙,余恒,余杜康",private
605588,张建巍,private
605589,"唐一林,唐地源",private
605598,"徐士龙,徐望",private
