code,actual_controller,ownership_type
002634,陶建伟,private
002635,"吕莉,王春生",private
002636,韩涛,private
002637,"方银军,洪树鹏,陆伟娟",private
002638,"李旭亮,温琦",private
002639,林汝捷,private
002640,"杨建新,樊梅花",private
002641,"张建均,卢彩芬",private
002642,"王东辉,吴敏",private
002643,中国节能环保集团公司,private
002644,兰州市国有资产监督管理委员会,state
002645,"胡士勇,胡士清,胡士法,胡士勤",private
002646,李银会,private
002647,"戚建萍,戚建华,戚建生,金敏燕,金磊",private
002648,"杨卫东,杨亚珍",private
002649,"王斌,马强,张荣军,龚遥滨",private
002650,"杨振,肖赛平,杨子江",private
002651,何亚民,private
002652,胡卫林,private
002653,"王俊民,范秀莲,郑伟",private
002654,"罗小艳,李志江,李驰",private
002655,"葛相军,赵笃仁,杨进军,董晓民",private
002656,林永飞,private
002657,"朱烨东,沈飒",private
002658,敖小强,private
002659,陈禹,private
002660,顾永德,private
002661,陈克明,private
002662,"李璟瑜,盖特·麦尔,张志瑾,苏珊娜·麦尔",private
002663,涂善忠,private
002664,尹兴满,private
002666,"徐团华,徐庆芳,徐咸大",private
002667,"杨永柱,温萍",private
002668,"蔡拾贰,蔡健泉",private
002669,陆企亭,private
002670,"罗桥胜,冯倩红",private
002671,刘长杰,private
002672,张维仰,private
002673,陕西省人民政府国有资产监督管理委员会,state
002674,吴华春,private
002675,由守谊,private
002676,"黎东成,麦仁钊,何曙华,杨国添",private
002677,"夏志生,夏鼎,夏兰,鲍逸鸿",private
002678,广州市人民政府国有资产监督管理委员会,state
002679,将乐县财政局,state
002681,肖奋,private
002682,龙岩市人民政府国有资产监督管理委员会,state
002683,广东省广业资产经营有限公司,private
002685,"翁耀根,翁杰,孟正华",private
002686,"章启忠,陈金飞",private
002687,"陈良仁,池方燃,陈永霞",private
002688,"王东晓,路牡丹,路漫漫,王志军,王晓英",private
002689,康宝华,private
002690,田明,private
002691,冯春保,private
002692,杨小明,private
002693,"王成栋,王荧璞",private
002694,"林昌华,林昌盛,林超群,林超明,林伟雄,邱丽娟",private
002695,"徐桂芬,褚建庚,褚浚,褚剑",private
002696,"孙忠义,蔡晶",private
002697,曹世如,private
002698,"邓喜军,张玉春,王永洁,王春钢,谭建勋,李振忠",private
002700,周举东,private
002701,周云杰,private
002702,"滕用雄,滕用庄,滕用严,滕用伟,陈月娇",private
002703,"张世权,张宝义,汤浩瀚,张兰君,张世忠",private
002705,郭建刚,private
002706,"任思龙,杨成青,樊剑军,陈平,丁发晖,刘宏光,任思荣,刘晓军,李遇春",private
002707,冯滨,private
002708,"程上楠,张湘文",private
002709,徐金富,private
002712,朱明虬,private
002713,"杨劲,陈辉",private
002714,"秦英林,钱瑛",private
002715,张弢等9位共同控制人,private
002716,曹永贵,private
002717,尹洪卫,private
002718,"时沈祥,骆莲琴",private
002719,"李勇,王翠先,李玉瑚,李刚",private
002721,钟葱,private
002722,陆挺,private
002723,"田畴,蒋小荣",private
002724,"周明杰,徐素",private
002725,"林仙明,林万青,林信福,林申茂,林斌,林平",private
002726,"宫明杰,宫学斌",private
002727,"阮鸿献,刘琼",private
002728,"许丹青,许为高,许松青,许恒青,许丽芳",private
002729,"黄汉侨,黄舒婷,郑倩龄",private
002730,"石向才,石碎标,石志微,石晓贤,石晓霞,朱丹,施隆",private
002731,郭英杰,private
002732,广东省农垦集团公司,private
002733,张华农,private
002734,李明,private
002735,王进军,private
002736,深圳市人民政府国有资产监督管理委员会,state
002737,关彦斌,private
002738,"刘新国,王平卫,吴志华,陈海舟,汪芳淼,魏云峰,欧学钢",private
002739,王健林,private
002741,"郑创发,郑靭,郑侠",private
002742,"潘先文,周廷娥",private
002743,杨俊斌,private
002745,孙清焕,private
002746,"王寿纯,曲立荣",private
002747,吴波,private
002748,,no_controller
002749,颜昌绪,private
002752,"林永贤,林永保,林永龙",private
002753,"刘东良,靳彩红",private
002755,陈会利,private
002756,高兴江,private
002757,"林旺南,詹谏醒",private
002758,绍兴市柯桥区供销合作社联合社,private
002759,"吴锡盾,池锦华",private
002760,"陈宗明,陈晓",private
002761,"陈军,黄娅妮",private
002762,"林浩亮,林若文",private
002763,"吕兴平,林升智",private
002765,"朱堂福,熊敏,朱俊翰",private
002766,肖行亦,private
002767,"石政民,石义民",private
002768,"王爱国,徐波",private
002769,陈书智,private
002771,"王国红,胡小周",private
002772,陶军,private
002773,"柯尊洪,柯潇,钟建荣",private
002774,罗爱文,private
002775,"赵文凤,李从文",private
002777,中国工程物理研究院,private
002778,许汉祥,private
002779,"吴明根,赵爱娱",private
002780,张恒,private
002782,肖铿,private
002783,湖北省荆门市人民政府国有资产监督管理委员会,state
002785,,no_controller
002786,中国东方资产管理公司,private
002787,"李志聪,李炳兴,陆杏珍",private
002788,吴金祥,private
002789,刘海云,private
002790,"邓光荣,张剑波,罗远良,王兵",private
002791,白宝鲲,private
002792,"吴中林,时桂清",private
002793,方秀宝,private
002795,"陈先云,应雪青",private
002796,"韩裕玉,王娟,韩惠明",private
002797,,no_controller
002798,"刘进,吴志雄,陈伟",private
002799,陕西省国有资产监督管理委员会,state
002800,"王普宇,胡晓玲",private
002801,何平,private
002802,项洪伟,private
002803,庄浩,private
002805,赵光辉,private
002806,谭帼英,private
002807,,no_controller
002809,刘连军,private
002810,毕心德,private
002811,"郑忠,邱艾",private
002812,"李晓明,Sherry Lee",private
002813,郭秀梅,private
002815,"姜雪飞,朱雪花",private
002816,"覃有倘,龙小明,邹明",private
002817,"余春明,余超彪",private
002818,刘兵,private
002819,中国科学院,private
002820,天津市河西区人民政府国有资产监督管理委员会,state
002821,Hao Hong,private
002822,"庄重,庄小红,庄展诺",private
002823,"吴瑛,张浩宇",private
002824,李建湘,private
002825,游爱国,private
002826,高帆,private
002827,西藏自治区国有资产监督委员会,state
002828,陈平贵,private
002829,"迟家升,李国盛",private
002830,"蓝继晓,彭旭文,林金成",private
002831,"吴兰兰,王华君",private
002832,"谢秉政,冯玲玲",private
002833,李茂洪,private
002835,"郭立志,刘砥",private
002836,"孟学,张宏清",private
002837,齐勇,private
002838,"于晓宁,韩丽梅",private
002839,,no_controller
002840,"朱俭勇,朱俭军",private
002841,"黄正聪,王毅然,孙永辉,于伟,周开琪,尤天远",private
002842,"陈启丰,陈宏音",private
002843,方鸿,private
002845,"万锋,钟小平,刘秋香,李锋",private
002846,"翁伟武,翁伟炜,翁伟嘉,翁伟博,蔡沛侬,柯丽婉",private
002847,张学武,private
002848,刘潭爱,private
002849,黄文谦,private
002850,"励建立,励建炬",private
002851,童永胜,private
002852,刘建军,private
002853,马礼斌,private
002855,赵晓群,private
002856,李苏华,private
002857,"于文彪,刘俊忠,金双寿",private
002858,夏青,private
002859,方隽云,private
002860,"楼月根,楼勇伟",private
002861,"黄晖,左笋娥",private
002862,蔡俊权,private
002863,葛炳灶,private
002864,谢晓林,private
002865,杨氏家族,private
002866,"邹伟民,陈敏",private
002867,"周宗文,周华珍",private
002868,赖潭平,private
002869,"罗瑞发,刘咏平,杨成,王明宽,李娜,李朝莉",private
002870,赵玉昆,private
002871,"范庆伟,范玉隆",private
002872,刘群,private
002873,董大伦,private
002875,"曹璋,王建青",private
002876,张建军,private
002877,沈剑标,private
002878,孙震,private
002879,俞正元,private
002880,深圳市光明新区管理委员会,private
002881,王平,private
002882,郑有水,private
002883,"陈凤军,刘翔,廖芳龄,周晓慧,孙家骏,陈峻",private
002884,"王海波,施宗梅",private
002885,"张立品,窦晓月",private
002886,"吴宪,何征",private
002887,"卢云慧,祁永",private
002888,"HONGBO YAO,HUIFANG CHEN",private
002889,孙卫平,private
002890,于晓卿,private
002891,"郝忠礼,肖爱玲",private
002892,"聂葆生,聂鹏举",private
002893,赵一波,private
002895,"李光明,李进",private
002896,"周国英,岑国建",private
002897,"陈献孟,方建斌,蒋友安,方建文",private
002899,丁利荣,private
002900,"秦剑飞,周莉",private
002901,"林志雄,林志军",private
002902,"杨先进,焦彩红",private
002903,许世雄,private
002905,"李玉珍,李根长",private
002906,"邹淦荣,吴卫,李道勇,张元泽,陈世银,李光辉,曾仁武,孙永镝",private
002907,游谊竹,private
002908,虢晓彬,private
002909,邹榛夫,private
002910,马红富,private
002911,佛山市国有资产监督管理委员会,state
002912,深圳市人民政府国有资产监督管理委员会,state
002913,"贺波,程涌",private
002915,徐建国,private
002916,国务院国有资产监督管理委员会,state
002917,"明刚,明景谷",private
002918,"萧华,霍荣铨,邓啟棠,张旗康",private
002919,陈勤发,private
002920,惠州市人民政府国有资产监督管理委员会,state
002921,郭元强,private
002922,肖俊承,private
002923,"李希,陈新民",private
002925,吴凯庭,private
002926,泸州市国有资产监督管理委员会,state
002927,"吴月平,黄正乾",private
002928,胡晓军,private
002929,李建国,private
002930,林海川,private
002931,董剑刚,private
002932,"陈莉莉,王颖",private
002933,戴岳,private
002935,国务院国有资产监督管理委员会,state
002936,,no_controller
002937,"张忠良,张华芬,张哲瑞,张瑞琪",private
002938,,no_controller
002939,国务院国有资产监督管理委员会,state
002940,"方南平,吕慧浩",private
002941,新疆维吾尔自治区人民政府国有资产监督管理委员会,state
002942,徐群辉,private
002943,杨宇红,private
002945,林立,private
002946,"Liu Chang,刘永好",private
002947,荆世平,private
002948,,no_controller
002949,唐崇武,private
002950,崔金海,private
002951,"李文秀,李海坚,李海峰",private
002952,贾继涛,private
002953,冯就景,private
002955,"邢修青,王京,邢正",private
002956,谢庆奎,private
002957,潘利明,private
002958,,no_controller
002959,李一峰,private
002960,,no_controller
002961,"林志斌,林鸿斌,林丽芳",private
002962,廖彬斌,private
002963,"刘清梅,戴宝林",private
002965,"陈荣,谢祥娃",private
002966,,no_controller
002967,广州无线电集团有限公司,private
002968,"王宣,李茂顺,陈建华,廖才勇",private
002969,"陈民,厉翠玲",private
002970,"赵志坚,望西淀",private
002971,"杨涛,杨峰,杨勇发,冯杰",private
002972,"郭丰明,张帆",private
002973,"郭倍华,刘少云,韩丹",private
002975,"王兆春,付林,成君",private
002976,"陈晓敏,翁荣荣",private
002977,楼继勇,private
002978,罗阳勇,private
002979,李卫平,private
002980,袁剑敏,private
002981,"沈庆凯,郭丽勤",private
002982,"邢卫民,喻自文",private
002983,"彭友,王玲丽",private
002984,秦龙,private
002985,王淑敏,private
002986,胡先念,private
002987,"费振勇,刘海凝",private
002988,"李雪琴,董卫东,董卫峰",private
002989,乔荣健,private
002990,瞿磊,private
002991,严斌生,private
002992,李军,private
002993,"刘昊,刘蕾",private
002995,信意安,private
002996,"王增潮,王真见,王启,杜福昌",private
002997,柴震,private
002998,"戴泽新,王雪萍,戴梦茜",private
002999,广东省供销合作联社,private
003000,"周劲松,李冰玉",private
003001,王立建,private
003002,秦跃中,private
003003,"周孝伟,罗素玲",private
003004,"谭政,聂蓉",private
003005,"钱瑞,江源东",private
003006,冯永林,private
003007,"王飞雪,金建林,袁隽",private
003008,,no_controller
003009,国务院国有资产监督管理委员会,state
003010,"王玉,王文慧",private
003011,"王周林,王淑芳",private
003012,何新明,private
003013,广州市人民政府国有资产监督管理委员会,state
003015,"陈超,陈晓俐",private
003016,"孙瑞鸿,孙孟慧,卓建荣,孙马宝玉",private
003017,陈阳贵,private
003018,"陈金培,陈婉如,陈珊珊",private
003019,Michael Chao-Juei Chiang,private
003020,季俊虬,private
003021,"李海周,谢燕玲",private
003022,,no_controller
003023,刘荣富,private
003025,李忠明,private
003026,"徐一俊,徐伟",private
003027,"郑光明,朱庆亚",private
003028,"陈志杰,陈玮钰,唐娟",private
003029,"于逢良,刘海涛",private
003030,"蔡祖明,蔡水埼,王茶英",private
003031,国务院国有资产监督管理委员会,state
003032,"黎活明,陈琼",private
003033,"金玉谟,金雪芝",private
003035,国务院国有资产监督管理委员会,state
003036,陈其新,private
003037,"韦泽林,韦智文,韦倩文,韦婷雯,韦洪文,韦绮雯,韦植林,韦佩雯,韦润林,李维",private
003038,唐开健,private
003039,佛山市顺德区国有资产监督管理办公室,state
003040,"苏晨,陈丽英,毛芳样,苏尔在",private
003041,郑期中,private
003042,中华全国供销合作总社,private
003043,"王彩男,王春雨,陆巧英",private
003816,国务院国有资产监督管理委员会,state
300001,于德翔,private
300002,"李力,王宁",private
300003,国务院国有资产监督管理委员会,state
300004,"杨泽文,杨子善,杨子江",private
300005,"盛发强,王静",private
300006,邱宇,private
300007,"任红军,钟超",private
300008,刘楠,private
300009,"宋礼华,宋礼名",private
300010,池燕明,private
300011,顾庆伟,private
300012,"万里鹏,万峰",private
300013,"杨奕明,王雅军",private
300014,"骆锦红,刘金成",private
300015,陈邦,private
300016,王代雪,private
300017,"陈宝珍,刘成彦",private
300018,"邓志刚,王永业,张小波,刘屹,尹健,卢春明,陈西平,尹力光",private
300019,,no_controller
300020,"王辉,刘健",private
300021,王栋,private
300022,"王新明,王红艳",private
300024,中国科学院,private
300025,程小彦,private
300026,李占通,private
300027,"王忠军,王忠磊",private
300030,邓冠华,private
300031,包志方,private
300032,金绍平,private
300033,易峥,private
300034,国务院国有资产监督管理委员会,state
300035,"余新,李爱武",private
300036,钟耳顺,private
300037,"覃九三,周达文,郑仲天,钟美红,邓永红,张桂文",private
300039,穆来安,private
300040,"李寅,赵晓红",private
300041,"章锋,刘鹏,吴正明,周明海,陈其才,陈林",private
300042,"邓国顺,成晓华",private
300043,"陈雁升,陈冬琼",private
300044,周勇,private
300045,"高小离,王琦,熊运鸿",private
300046,邢雁,private
300047,,no_controller
300048,"刘锦成,叶进吾",private
300049,王冠一,private
300050,叶滨,private
300051,龚少晖,private
300052,"李瑞杰,张云霞",private
300053,颜军,private
300054,"朱双全,朱顺全",private
300055,"王飘扬,胡安君,王婷婷,王凯龙,王长荣,王蕾",private
300056,"罗祥波,罗红花",private
300057,杜成城,private
300058,"赵文权,孙陶然,吴铁,许志平,陈良华",private
300059,沈军,private
300061,费铮翔,private
300062,"陈曼虹,陈添旭,吴昊,周玉成",private
300063,冯毅,private
300065,"申万秋,魏法军",private
300066,"李建林,李强祖",private
300067,"纪立军,张烈寅",private
300068,周庆治,private
300069,赵坚,private
300070,文剑平,private
300071,刘伟,private
300072,,no_controller
300073,国务院国有资产监督管理委员会,state
300074,"熊模昌,刘晓丹,刘晓露,刘焱,王昭阳",private
300075,吴强华,private
300076,"袁向阳,郭启寅",private
300077,中国电子信息产业集团有限公司,state
300078,路楠,private
300079,郑海涛,private
300080,宋贺臣,private
300081,孟宪民,private
300082,"朱建民,刘兆滨,仲崇纲,董振鹏",private
300083,王九全,private
300084,窦剑文,private
300085,"张学君,陈向军,李军",private
300086,洪江游,private
300087,,no_controller
300088,李焕义,private
300091,"季伟,季维东",private
300092,"林祯荣,林祯华,林祯富",private
300093,庄大建,private
300094,李忠,private
300095,聂景华,private
300096,古培坚,private
300097,谭永良,private
300098,刘双广,private
300099,"黄自伟,王晶华",private
300100,"张兴娣,邬建斌,邬维静,邬永林",private
300101,何燕,private
300102,"邓电明,王维勇,王向武",private
300103,"孙建西,李太杰",private
300105,国务院国有资产监督管理委员会,state
300106,新疆生产建设兵团农八师国有资产监督管理委员会,state
300107,朱守琛,private
300109,"王东虎,王坚强,杨海江",private
300110,梁福东,private
300111,吴建龙,private
300112,傅宇晨,private
300113,华勇,private
300115,陈奇星,private
300118,"林海峰,仇华娟",private
300119,李守军,private
300120,"张国祥,蕫树林,张秋凤",private
300121,王传华,private
300122,蒋仁生,private
300123,李跃先,private
300124,"唐柱学,宋君恩,潘异,刘迎新,刘国伟,李俊田,姜勇,熊礼文,杨春禄,朱兴明",private
300125,刘群,private
300126,"吴明厅,应媛琳",private
300127,,no_controller
300128,"富国平,杨小蔚",private
300129,"柳志成,黄京明,朱守国,夏权光,张锦楠,林寿桐,张福林",private
300130,刘祥,private
300131,胡庆周,private
300132,柯维龙,private
300133,"赵依芳,傅梅城",private
300134,孙尚传,private
300135,"周德洪,周秀凤",private
300136,彭浩,private
300137,李玉国,private
300138,,no_controller
300139,湖北省汉川市钢丝绳厂,private
300140,国务院国有资产监督管理委员会,state
300141,姚建华,private
300142,,no_controller
300143,叶运寿,private
300144,黄巧灵,private
300145,沈金浩,private
300146,梁允超,private
300147,"陈淑梅,王永辉",private
300148,肖志鸿,private
300149,王丛威,private
300150,"牛俊杰,王铁",private
300151,李焕昌,private
300152,"王文举,贾红生,侯国富,裴万柱,陈刚,王永浩",private
300153,"马恩曦,严伟立,谢松峰,戚韶群",private
300154,邱光,private
300155,"张波,张频,李乐霓",private
300157,孙庚文,private
300158,李安平,private
300159,"周卫华,王建军",private
300160,"卢秀强,卢相杞,陆秀珍",private
300161,华中科技大学,private
300162,"李漫铁,王丽珊,李跃宗,李琛",private
300163,卢先锋,private
300164,张国桉,private
300165,刘召贵,private
300166,"管连平,霍卫平",private
300167,季刚,private
300168,史一兵,private
300169,"孙剑,吕泽伟,吴海宙",private
300170,"陈迪清,范建震",private
300171,郑效东,private
300172,王政福,private
300173,"郭景松,张晓玲",private
300174,"王延安,卢元健",private
300175,戚大广,private
300176,"卢础其,卢楚隆,卢楚鹏",private
300177,廖定海,private
300179,"方海江,付玉霞",private
300180,"尤小平,尤金焕,尤小华,陈林真,尤小玲,尤小燕",private
300181,俞有强,private
300182,徐子泉,private
300183,"崔健,胡亚军,王锐",private
300184,赵马克,private
300185,司兴奎,private
300187,刘正军,private
300188,"滕达,郭永芳,刘祥南",private
300189,黄培劲,private
300190,李月中,private
300191,周锦明,private
300192,"吴贤良,吴艳红",private
300193,"徐爱平,潘磊",private
300194,汪天祥,private
300195,李莉,private
300196,"杨鹏威,杨国文,杨凤琴",private
300197,刘水,private
300198,陈志江,private
300199,"曾少贵,曾少强,曾少彬",private
300200,"冼燃,戴耀花,凤翔,李学银",private
300201,丁剑平,private
300203,"王健,姚纳新",private
300204,"周志文,冯宇霞",private
300205,华中科技大学,private
300206,"张浩,谢锡城,祖幼冬",private
300207,"王明旺,王威",private
300209,孙伯荣,private
300210,郭松森,private
300211,"王振洪,王桂珍",private
300212,国务院国有资产监督管理委员会,state
300213,"林菁,郑贵祥,王翊,刘文红,韩江春",private
300214,赵东日,private
300215,"胡德霖,胡醇",private
300217,"谭荣生,谭克,谭伟",private
300218,"姚华胜,姚和平,王义峰,杨滁光,陈茂祥",private
300219,"马成章,李国平",private
300220,梁伟,private
300221,"谭颂斌,周娟",private
300222,黄明松,private
300223,"刘强,李杰",private
300224,秘波海,private
300225,"骆丽娟,吴国政",private
300226,郭广昌,private
300227,"侯若洪,姚彩虹",private
300228,"黄锋,邬品芳",private
300229,李渝勤,private
300230,"史佩浩,王亦嘉",private
300231,詹立雄,private
300232,林洺锋,private
300233,"赵鸿富,赵叶青",private
300234,"邢翰学,吴剑鸣,邢翰科",private
300235,黄元忠,private
300236,"王福祥,孙江燕",private
300237,"张磊,李晓楠",private
300238,"朱卫平,徐国风",private
300239,王军,private
300240,"姚勤,吴有毅,沈黎明",private
300241,龚伟斌,private
300242,周建林,private
300243,周仕斌,private
300244,陈海斌,private
300245,陆文雄,private
300246,"燕金元,王石",private
300247,"金道明,马绍琴",private
300248,杨维国,private
300249,"孙屹峥,张菀",private
300250,洪爱金,private
300251,王长田,private
300252,黄昌华,private
300253,"周炜,王英",private
300254,"翁占国,张彤慧,韩振林,赵群,张振标,宣航",private
300255,高树华,private
300256,叶仙玉,private
300257,曹克坚,private
300258,"夏汉关,黄静",private
300259,"费战波,费占军",private
300260,"李水波,申安韵",private
300261,"蔡彤,汪新芽,王惠丰,毛海峰,王卓颖,马立凡",private
300263,"李占强,李明强,李明卫,李占明",private
300264,陈坤江,private
300265,张强,private
300266,"周立武,韩肖芳",private
300267,帅放文,private
300268,"龚永福,杨荣华",private
300269,"刘虎军,熊瑾玉",private
300270,石旭刚,private
300271,邵学,private
300272,瞿建国,private
300274,曹仁贤,private
300275,"马焰,叶立胜",private
300276,朱汉平,private
300277,章锋,private
300278,"颜华,罗慧",private
300279,陈柏林,private
300281,马镇鑫,private
300283,"陈晓,林萍",private
300284,"符冠华,王军华",private
300285,,no_controller
300286,周中,private
300287,"杨振华,曹忻军,陈洪顺,王守言",private
300288,王伟,private
300289,"沈广仟,孙茜",private
300290,"付艳杰,崔万涛",private
300291,国务院国有资产监督管理委员会,state
300292,万卫方,private
300293,郭洪生,private
300294,,no_controller
300295,"胡光辉,邢炜,章海林,李智",private
300296,李军,private
300298,"车宏莉,李少波",private
300299,缪品章,private
300300,"吴艳,王麒诚",private
300301,"邓子长,邓子权,邓子华,邓子贤",private
300302,"周泽湘,杨永松,佟易虹",private
300303,邢其彬,private
300304,付红玲,private
300305,王建新,private
300306,"潘建根,孟欣",private
300307,孙平范,private
300308,王伟修,private
300310,"童文伟,史亚洲,钟飞鹏,唐军,刘昱",private
300311,景晓军,private
300313,李刚,private
300314,"陈云勤,陈再宏,陈再慰",private
300315,"姚文彬,叶颖涛",private
300316,"邱敏秀,曹建伟",private
300317,"丁孔贤,李雳,丁蓓,陈汉珍",private
300318,杜江涛,private
300319,"丘国波,李文燕",private
300320,"钱胡寿,钱振宇",private
300321,孙俊成,private
300322,朱坤华,private
300323,,no_controller
300324,陈江涛,private
300326,,no_controller
300327,傅启明,private
300328,李扬德,private
300329,"金海芬,陈海伦,陈朝峰",private
300331,陈林森,private
300332,陈作涛,private
300333,魏恺言,private
300334,天津工业大学,private
300335,"常厚春,李祖芹,马革",private
300337,"沈于蓝,沈健生",private
300338,"罗建文,罗旭东,罗华东",private
300339,"周红卫,姚宁",private
300340,万国江,private
300341,陈沛欣,private
300342,"赵晓东,赵云文",private
300343,李洪国,private
300345,朱红玉,private
300346,,no_controller
300347,"叶小平,曹晓春",private
300348,王长春,private
300349,"杨斌,施正余",private
300350,张京豫,private
300351,"范永贵,范纪军,范正军,卢素珍,汪敏华,娄爱芹",private
300352,林皓,private
300353,李平,private
300354,刘士钢,private
300355,王召明,private
300357,"陈燕霓,胡赓熙",private
300358,唐岳,private
300359,"陈炽昌,林小雅",private
300360,丁敏华,private
300363,"居年丰,张和兵,陶荣",private
300364,童之磊,private
300365,"江春华,方文,罗新伟,陈显龙",private
300366,陆文斌,private
300368,"孙景涛,刘锋,鲍喜波",private
300369,,no_controller
300370,俞凌,private
300371,张力新,private
300373,梁勤,private
300374,孙志强,private
300375,张洪起,private
300376,何思模,private
300377,"唐球,鄢建红",private
300378,,no_controller
300380,"高勇,高鸣",private
300381,陈少美,private
300382,安旭,private
300383,耿殿根,private
300384,刘迪,private
300385,"杨建平,许惠芬",private
300386,黄煜,private
300387,"方胜玲,王仁宗",private
300388,李炜,private
300389,"丁彦辉,邓江波,任永红",private
300390,"裴振华,容建芬",private
300393,"张育政,林建伟",private
300394,"邹支农,欧洋",private
300395,"邓家贵,吴学民",private
300396,宋勇,private
300397,贺增林,private
300398,张金山,private
300399,钱永耀,private
300400,吴限,private
300401,邵钦祥,private
300402,陕西省国有资产监督管理委员会,state
300403,"石华山,梁颖光",private
300404,王廷春,private
300405,姜艳,private
300406,"刘希,罗爱平,孙小林,邹左军",private
300407,"孔祥洲,王伟",private
300408,张万镇,private
300409,荣继华,private
300410,"徐地华,徐国凤,徐地明",private
300411,"周建灿,周纯",private
300412,方亨志,private
300413,湖南广播电视台,private
300414,"王德言,王雪颖",private
300415,"甄荣辉,陈敬财,梁敬华",private
300416,"钟琼华,陈晨,武元桢,陈英",private
300417,"邓志溢,李源,杨耀光,杨伟光",private
300418,周亚辉,private
300419,孙成文,private
300420,"侯友夫,蔡敏,寿招爱",private
300421,施祥贵,private
300422,"王双飞,许开绍,宋海农,杨崎峰",private
300423,纪法清,private
300424,"卜范胜,黄欣,柳少娟,李凤瑞",private
300425,倪明亮,private
300426,吴宏亮,private
300427,"杨保田,杨成",private
300428,"臧立根,臧立中,臧立国,臧永兴,臧娜,臧亚坤,臧永建,臧永奕,臧永和,臧洁爱欣,刘霞,陈庆会",private
300429,"钱晓春,管军",private
300430,"梁学贤,梁凯",private
300432,安治富,private
300433,"周群飞,郑俊龙",private
300434,蒯一希,private
300435,"章有春,章有虎",private
300436,"李国平,叶理青,李国栋",private
300437,王志清,private
300438,夏信德,private
300439,邹炳德,private
300440,何鸿云,private
300441,陈金岳,private
300442,"姜卫东,舒石泉,姜晓伟,张锡亮",private
300443,伊廷雷,private
300444,赵志宏,private
300445,"姜维利,何欣",private
300446,国务院国有资产监督管理委员会,state
300447,陈祥楼,private
300448,茅庆江,private
300449,王立群,private
300450,王燕清,private
300451,葛航,private
300452,尹正龙,private
300453,"彭义兴,雷凤莲",private
300454,"何朝曦,熊武,冯毅",private
300455,国务院国有资产监督管理委员会,state
300456,杨云春,private
300457,"王维东,许小菊",private
300458,,no_controller
300459,朱志刚,private
300460,赵积清,private
300461,"竹田享司,钱承林,竹田周司,藤野康成",private
300462,张亮,private
300463,"唐勇,郭雷,王登明,刘启林",private
300464,"蔡耿锡,谢晓华",private
300465,于伟,private
300466,"厉达,厉冉,王茜",private
300467,"章建伟,袁旭,陈俊",private
300468,"周志群,邓修生",private
300469,张曙华,private
300470,四川省机械研究设计院,private
300471,江涛,private
300472,"朱业胜,曾维斌,姜承法",private
300473,李毅,private
300474,"喻丽丽,曾万辉",private
300475,"刘翔,刘军",private
300476,陈涛,private
300477,刘泽刚,private
300478,高长虹,private
300479,王继春,private
300480,赵彤宇,private
300481,"王中锋,杨瑞娜",private
300482,"李文美,王继华",private
300483,"吴海林,吴海江,吴君亮,吴汝德,吴君美",private
300484,"邱文渊,徐学海,姜仲文,傅颖,时仁帅,黄主明",private
300485,马骉,private
300486,姚卜文,private
300487,"寇晓康,高月静",private
300488,"陈尔容,陈子彦,陈子怡",private
300489,杨志峰,private
300490,"黄文宝,汪晓兵",private
300491,"贾彤颖,马晓峰,李明谦",private
300492,"陈栗,车璐,袁歆",private
300493,"葛琼,郎晓刚",private
300494,赖春临,private
300496,赵鸿飞,private
300497,包建华,private
300498,"温均生,温志芬,温鹏程,温小琼,梁焕珍,伍翠珍,温子荣,陈健兴,刘容娇,孙芬,古金英",private
300499,"李琦,吴文伟,唐洪",private
300500,"戴雅萍,查金荣,唐韶华,张敏,仇志斌,张林华,倪晓春",private
300501,"林武辉,朱秀梅",private
300502,"高光荣,胡学民,黄晓雷",private
300503,汤秀清,private
300504,"李俊霞,李俊画,李世宏,李跃亨",private
300505,刘甍,private
300506,程宗玉,private
300507,李宏庆,private
300508,"郑之开,汤同奎",private
300509,"何德平,何云涛",private
300510,徐海江,private
300511,杨勇萍,private
300512,"史中伟,徐满花,史正",private
300513,"钱苏晋,张小红",private
300514,"崔涛,崔霞",private
300515,朱先德,private
300516,中国船舶重工集团公司,state
300517,张海波,private
300518,陈湧锐,private
300519,王岳钧,private
300520,"董永东,杨杨,史兴领,许广德",private
300521,"唐晖,朱凡,李明之",private
300522,"吕仕铭,王敏",private
300523,清华大学,private
300525,陈航,private
300527,国务院国有资产监督管理委员会,state
300528,江苏省人民政府,state
300529,董凡,private
300530,蔡志华,private
300531,"郭颂,陈弋寒,刘丹",private
300532,邵健伟,private
300533,刘和国,private
300534,甘肃省国有资产监督管理委员会,state
300535,"严建林,栗工",private
300536,"吴亮,赵晓敏,吴世雄",private
300537,李有明,private
300538,"华青翠,邵羽南",private
300539,"胡志军,黄秀珠,胡永纪",private
300540,谢乐敏,private
300541,,no_controller
300542,"李福华,康路,张燕生",private
300543,刘显武,private
300545,聂泉,private
300546,"高晶,郑嵩",private
300547,文谟统,private
300548,"朱伟,丁勇",private
300549,曾正雄,private
300550,"杨一兵,杨波",private
300551,陈崇军,private
300552,翟军,private
300553,楼荣伟,private
300554,邹余耀,private
300555,贾清,private
300556,李萌迪,private
300557,武汉邮电科学研究院,private
300558,"丁列明,YINXIANG WANG",private
300559,"寇健,袁斌",private
300560,陈融洁,private
300561,陈喆,private
300562,潘伟潮,private
